title,url,company,location,tags,easily_apply,description,page
AI Engineer,https://uk.indeed.com/viewjob?jk=91d6a9c95affd63b,Dojo.tech,Hybrid work in London,,No,"Implement orchestration for multi-model and multi-service workflows (e.g., LangGraph, CrewAI, Google Agent Development Kit, agentic frameworks).",1
Applied AI Engineer,https://uk.indeed.com/viewjob?jk=cc4a3df0ec12f47c,Durlston Partners,London,UK visa sponsorship,No,"£80,000 - £120,000 Base + Equity.;4+ years of experienceing ML in areas like scene understanding, multi-modal sensing, control/path planning, or vision-language…",1
Start-Up AI Engineer (Static Code),https://uk.indeed.com/viewjob?jk=1fe33607ec83b725,Linux Recruit,London,,No,"Software Engineering, Back-end Development, Front-end Development, Leadership.",1
AI Engineer,https://uk.indeed.com/viewjob?jk=bbe18712789efb38,Hive Learning,London,Annual leave;Gym membership;Company pension,No,"Mentorship from experiencedengineersand exposure to enterprise-scale challenges.;Our science-based analysis framework gives complete deal visibility, tracks…",1
Agentic AI Engineer,https://uk.indeed.com/viewjob?jk=84293815b1d1c1bf,Wunderman Thompson MAP,London,,No,"Agentic Design Lab – A product centric function responsible for uncovering and designing value-driven agenticAIopportunities that are feasible, viable, and…",1
AI Product Engineer,https://uk.indeed.com/viewjob?jk=30ec3b9e22cd2551,Log my Care,London WC1V 6NY,,No,"You’ll work directly with our CTO to explore the most promising use cases for large language models (LLMs) and other emergingAItechnologies, rapidly prototype…",1
AI Engineer,https://uk.indeed.com/viewjob?jk=983cfe95b68134e7,Durlston Partners,London,,No,"You will work closely with quant researchers, data scientists, and softwareengineersto leverageAIfor making data-driven investment decisions.",1
Senior AI Engineer,https://uk.indeed.com/viewjob?jk=33c15e8d07bcfbee,Just Eat Takeaway.com,London,,No,"Passion for developer experience and building tools thatengineerslove.;Collaborate with product managers, UX designers, and otherengineersto define…",1
Lead AI Engineer,https://uk.indeed.com/viewjob?jk=984dc8e84f9981dd,Islington Council,Islington,Employee discount;Company pension;Cycle to work scheme;Discounted gym membership,No,"Up to 31 days leave per year, increasing to 36 days after five years of local government service.;A range of flexible working arrangements to maintain a healthy…",1
Forward Deployed AI Engineer,https://uk.indeed.com/viewjob?jk=c6608d290acea88f,Adobe,London W1T 4BL,,No,Strong communicator: You translate complexAIconcepts for bothengineersand executives and guide customers through technical decisions aligned to business…,1
AI Engineer,https://uk.indeed.com/viewjob?jk=e38d069965b3ef58,Moneysupermarket Group,London,,No,"In this role, you’ll leverage cutting-edge technologies, from large language models to multi-agent orchestration framework, to create high-impactAIsolutions…",1
AI Integration Engineer,https://uk.indeed.com/viewjob?jk=2fc8edec13ed71c1,Moneysupermarket Group,London,,No,"In this role, you’ll leverage cutting-edge technologies, from large language models to multi-agent orchestration framework, to create high-impactAIsolutions…",1
Principal Software Engineer- AI (UK),https://uk.indeed.com/viewjob?jk=25663291411b419b,8th Light,Hybrid work in London,,No,"You’ve shown long-term repeated success on a variety of projects, typically over the course of 10+ years.;You bring a blend of deep consulting acumen, technical…",1
AI Engineer,https://uk.indeed.com/viewjob?jk=b1656e70b69a4b92,"Medpace, Inc.",London EC4V 3BJ,Company events,No,Do you have a background in data science and/or computer science with experience working withAItools for interactiveAIapplications across various IT systems…,1
AI Engineer,https://uk.indeed.com/viewjob?jk=1e31ae2578aadc3a,Webtures,London,,No,Design and deployAIsolutions to enhance business operations.;DevelopAImodels and algorithms.;Work across teams to integrateAItechnologies into products…,1
"AI & Machine Learning Engineer, Associate",https://uk.indeed.com/viewjob?jk=ddeddfb40a3792e0,BlackRock Investments,Hybrid work in London,,No,"It integrates risk, investment, and client management processes through a common data language, enabling scale, insights, and business transformation.",2
Platform Engineer - AI,https://uk.indeed.com/viewjob?jk=0f058633e06a9a3d,NTT DATA,London EC4N,,No,"Your role involves driving the strategic vision and direction for these solutions, combining technological expertise and business acumen to create IT strategies…",2
Forward Deployed Engineer -Agentic AI,https://uk.indeed.com/viewjob?jk=788b1b3e8e9005fe,Kyndryl,Hybrid work in London,,No,"You’ll collect and explore data, seeking underlying patterns and initial insights that will guide the creation of hypotheses.",2
Software Engineer - AI Threat Defence,https://uk.indeed.com/viewjob?jk=372f8cfa574ee4fb,Compare the Market,Hybrid work in London,,No,"This is a greenfield mission with impact, you’ll be designing the platforms, tools, and patterns that will underpin intelligent defence across CTM.",2
AI Engineer,https://uk.indeed.com/viewjob?jk=def5e2089f0b7714,DRW,London,,No,You'll work on high-impact machine learning (ML) and artificial intelligence (AI) initiatives that are central to our business strategy.,2
AI Research Engineer (Fine-tuning),https://uk.indeed.com/viewjob?jk=4afc6955e486154e,Tether Operations Limited,Remote in London,,No,"You will work on a wide spectrum of systems, ranging from streamlined, resource-efficient models that run on limited hardware to complex multi-modal…",2
AI Engineer,https://uk.indeed.com/viewjob?jk=88b89da29589ebb2,RedCloud,Hybrid work in London EC2Y,,No,"We are revolutionizing B2B commerce by delivering scalable, innovative solutions that empower businesses to grow and thrive in a competitive landscape.",2
"Machine Learning Engineer, AI Foundations",https://uk.indeed.com/viewjob?jk=650eadcf4a9e9dd3,Waymo,Hybrid work in London,,No,"This role can be based out of the Oxford or London, UK office and the work modality is hybrid.;Work with a creative team of people who help to design, train,…",2
Staff AI Engineer,https://uk.indeed.com/viewjob?jk=e5cfbcfb29ce9a0e,Fifth Dimension AI,Hybrid work in London W1D,,No,"By Friday, you're celebrating with the team as data flows seamlessly between platforms, unlocking new capabilities for real estate investors that will help them…",2
Software Engineer – Developer Experience (AI Tools),https://uk.indeed.com/viewjob?jk=061ec66beff20692,Optiver,London,,No,"Build and maintain integrations betweenAItools and Optiver's internal platforms, ensuring these tools are deeply context-aware, secure, and seamless for…",2
"Distinguished Engineer, Data, ML & AI, Office of the CTO",https://uk.indeed.com/viewjob?jk=6f7a021866640086,Equinix,Hybrid work in London EC2M 4YR,Annual leave;Employee assistance programme;Company pension,No,"The Office of the CTO (OCTO) at Equinix is chartered with driving the technology vision, strategy, and architecture to support the company’s overall business…",2
"Research Engineer, ML, AI & Computer Vision",https://uk.indeed.com/viewjob?jk=4b407eba43fb989d,Oculus,London,,No,The Surreal SpatialAIgroup is seeking high-performing researchengineersto build machine perception technology allowingAIagents and systems to perceive and…,2
Solutions Engineer Service Provider & AI,https://uk.indeed.com/viewjob?jk=e7b48ab9898a9e63,Cisco Systems,London,Life insurance;Paid volunteer time,No,"Understand customer and partner needs to effectively present Cisco's SecureAIsolutions.;Lead product demonstrations, address technical queries, contribute to…",2
Front-End Engineer (Generative AI),https://uk.indeed.com/viewjob?jk=466becd55409db00,Neo4j,London,,No,"Neo4j is the leader in Graph Database & Analytics, helping organizations uncover hidden patterns and relationships across billions of data connections deeply,…",2
Contract - AI Engineer,https://uk.indeed.com/viewjob?jk=fb6434f1b07edbd4,Deloitte,Hybrid work in London,,No,"Experience creating, monitoring and troubleshooting APIs (for interfacing with engineers).;Collaborate effectively within a cross-functional team (data…",2
Associate AI Engineer- 1 year Fixed Term Contract,https://uk.indeed.com/viewjob?jk=f4546b1251289d13,Chubb,London,,No,"You will be integral in applying industry best practices to deliver quality software products efficiently and effectively, while embracing the latest…",3
Software Engineer III - AI,https://uk.indeed.com/viewjob?jk=93c9a9561c1884e6,JPMorganChase,London E14 5JP,,No,Collaborate with VPengineersand cross-functional partners to understand requirements and execute implementation.,3
Artificial Intelligence Engineer,https://uk.indeed.com/viewjob?jk=fd75a3c15d8ac297,Linux Recruit,London,,No,An environment where your LLMs are interacting with each other in meaningful ways to make things happen for the customer.,3
Graduate AI Engineer,https://uk.indeed.com/viewjob?jk=4f5bf580a312c2df,Scrumconnect Consulting,Hybrid work in Staines-upon-Thames TW18,Life insurance;Company pension;Private medical insurance;Flexible schedule;On-site parking,No,"Collaborate onAIresearch projects under the guidance of seniorAIengineers.;This role is designed to provide structured, real-world experience in machine…",3
Staff AI Engineer,https://uk.indeed.com/viewjob?jk=6838e604ddffd5ac,bp,Hybrid work in Sunbury,,No,"Mentor juniorengineersand data scientists, and contribute to technical design reviews.;You will work closely with data scientists, softwareengineers, and…",3
Software Engineer (AI System),https://uk.indeed.com/viewjob?jk=0505d307c771c84c,Pangaea Data,London,,No,"Work closely withAIengineers, clinicians, scientific, and product teams to ensure that deployed tools meet functional and non-functional requirements.",3
"AI/ML Engineer, AI Finance",https://uk.indeed.com/viewjob?jk=68c7694d257f7138,GSK,London,,No,"Proactively communicate problems, delays, and changes to project lead or seniorengineersand ask for help.;By leveraging data from across the organisation and…",3
Sales Engineer (London) - Blueflame AI,https://uk.indeed.com/viewjob?jk=737016774f43ce61,Datasite,London,,No,The ideal candidate combines technical aptitude with strong communication skills and a deep understanding of how financial institutions operate.,3
"Software engineer, AI product",https://uk.indeed.com/viewjob?jk=197f2c58a867a963,Watershed Technology,Hybrid work in London,,No,"Prototype, develop and iterate on a new product area for Watershed, giving our customers powerfulAItools for information extraction and report generation.",3
AI Engineer,https://uk.indeed.com/viewjob?jk=840d66a932b5e761,CIS,London,,No,"Collaborate with data scientists, softwareengineers, and product managers to deployAIsolutions in production environments.",3
Software Engineer (Python) - AI Platform,https://uk.indeed.com/viewjob?jk=91199ac33707d5e1,Revolut,London,,No,"You'll create modern, production-grade systems from the ground up, solving complex engineering challenges at a global scale.",3
Javascript Senior Software Engineer (AI SDK),https://uk.indeed.com/viewjob?jk=125c4a6bb3ad3372,Tether Operations Limited,Remote in London,,No,"You will design, build, and maintain modular, versioned SDKs that abstract complex backend logic into clean, usable interfaces — enabling seamless integration…",3
Forward‑Deployed AI Engineer,https://uk.indeed.com/viewjob?jk=f200820dd85ce8f7,G-Research,London,,No,"Upskillingengineersand analysts through pair‑programming, workshops and written playbooks onAIengineering best practices.",3
Senior AI Engineer,https://uk.indeed.com/viewjob?jk=bd14ededaf09ce05,Elsewhen,Hybrid work in London EC2A,,No,"Collaborate on AI-driven projects, working alongsideengineers, product managers andAIspecialists while maintaining clear documentation.",3
"Software engineer, generative AI",https://uk.indeed.com/viewjob?jk=f6232865cd291ecd,WRITER,London,Company pension,No,"You will work closely with cross-functional teams to design, implement, and maintain features that enhance the user experience, drive product growth, establish…",3
Senior AI Engineer,https://uk.indeed.com/viewjob?jk=b0921de9cdd74c30,Scrumconnect Consulting,Staines-upon-Thames TW18,,No,"This role is not for managers sitting in meetings all day – we need a doer.;Someone who writes production code, prototypes at lightning speed, and loves turning…",4
Machine Learning Engineer,https://uk.indeed.com/viewjob?jk=fff4738b70aaa66d,Data Idols,Hybrid work in London,,No,"You’ll work closely with analysts, dataengineersand stakeholders, ensuring models are reliable, scalable, and production-ready.",4
Software Engineer- AI Security Institute,https://uk.indeed.com/viewjob?jk=a8421a12efeddb50,"Department for Science, Innovation & Technology",Hybrid work in London,Childcare;Annual leave;Employee discount;Company pension,No,"Experience mentoring or supporting other engineers.;SEO - L4L, L4H, G7 - L5L, L5H, G6 - L6L, L6H.;Flexible working, Full-time, Job share, Part-time.",4
Senior AI Engineer - Data & Infrastructure for Multimodal Models (100% Remote),https://uk.indeed.com/viewjob?jk=0adbacb9251c85e3,Tether Operations Limited,Remote in London,,No,"We're seeking experiencedAIinfrastructureEngineersto design and implement robust, scalable pipelines for massive data workloads.",4
Lead Machine Learning and AI Engineer,https://uk.indeed.com/viewjob?jk=84fc75bd3ec5e1a4,NatureMetrics,Hybrid work in London,,No,"Experience of providing technical mentorship and guidance to junior MLengineersand data scientists.;Mentorship: Provide technical guidance, project management…",4
Junior Software Engineer,https://uk.indeed.com/viewjob?jk=b81f7d034c1988c5,Artefact,Hybrid work in London,,No,"Training and certification to enhance your skills in software engineering, data science, and data architecture.",4
"Senior AI Engineer (AI Factory), Manager – Financial Services, AI Scaling and Transformation, Technology & Transformation",https://uk.indeed.com/viewjob?jk=7f2d856734f951be,Deloitte,Hybrid work in London,,No,Collaborate with client stakeholders and internal teams to understand business requirements and translate them into robustAIsolutions.,4
"Machine Learning Engineer, Model Customization, Generative AI Innovation Center",https://uk.indeed.com/viewjob?jk=8c6daf96059e7f3c,AWS EMEA SARL (UK Branch),London,,No,"Additionally, we work closely with foundational model providers to optimizeAImodels for Amazon Silicon, enhancing performance and efficiency.",4
Quality Cloud Architect (AI Solutions Engineer),https://uk.indeed.com/viewjob?jk=de1286c391fda58a,ClearRoute,Hybrid work in London EC1N,,No,ClearRoute is driving the adoption of agentic-first development to deliver transformativeAIsolutions.;You will work closely with cross-functional teams to…,4
Research Engineer- AI Security Institute,https://uk.indeed.com/viewjob?jk=170a28e27ea3d986,"Department for Science, Innovation & Technology",Hybrid work in London,Childcare;Annual leave;Employee discount;Company pension,No,"Experience mentoring or supporting less experiencedengineersor researchers.;SEO - L4L, L4H G7 - L5L, L5H, G6 - L6L, L6H.;This includes grade on return.",4
"Machine Learning Engineer, Generative AI Innovation Center",https://uk.indeed.com/viewjob?jk=68248de716eea286,AWS EMEA SARL (UK Branch),London,,No,"Customers such as Highspot, Lonely Planet, Ryanair, and Twilio are engaging with the GAI Innovation Center to explore developing generative solutions.",4
AI / ML Engineers,https://uk.indeed.com/viewjob?jk=926fc83527da52e6,AWTG,London,,No,Neural Network Training: Develop and train advanced neural network models to meet specific functional requirements.,4
AI Software Engineer/Platform Architect - BCG X,https://uk.indeed.com/viewjob?jk=607df933f3230819,Boston Consulting Group,London,Annual leave,No,+4 years of experience in a technology consulting environment.;Experienced at guiding non-technical teams and consultants in and best practices for robust…,4
Justice AI Academy Intern - Justice AI Unit,https://uk.indeed.com/viewjob?jk=c9c37dfab176816f,Ministry of Justice,Hybrid work in Westminster,Childcare;Annual leave;Employee discount;Company pension;Flexible schedule,No,Automation in back-office functions – Enhancing efficiency through AI-driven tools such as automated email management and document drafting.,4
Principal AI Engineer,https://uk.indeed.com/viewjob?jk=9c35d69b7af01912,bp,Hybrid work in Sunbury,,No,"Experience mentoring seniorengineersand shaping the growth of engineering organisations.;Strong ability to communicate technical strategy to executives,…",4
Senior AI Data Engineer (UK),https://uk.indeed.com/viewjob?jk=1f4621b6168099fb,TWG Global AI,Hybrid work in London,Full-time,No,"Mentor juniorengineersand set standards for data engineering excellence.;We prioritize responsible data andAIpractices, ensuring ethical standards and…",5
L2/L3 Network Engineer (AI Datecentre),https://uk.indeed.com/viewjob?jk=87d5be104c56791e,Cerco Limited,London SW17,£450 - £600 a day;Full-time+2,No,"Collaborate with systemsengineers, hardware teams, and cloud architects to ensure end-to-end connectivity forAIworkloads.",5
Staff Engineer - AI Products,https://uk.indeed.com/viewjob?jk=e31ecd71ecda41d9,hyperexponential,London,Full-time,No,One is a powerful data ingestion engine that uses advanced LLMs to turn unstructured insurance documents into actionable insights.,5
Senior Machine Learning Scientist,https://uk.indeed.com/viewjob?jk=b23beca948dd0f3e,GoDaddy,Slough SL1 4PN,"£37,607.64 - £52,867.08 a year;Full-time;Employee stock purchase plan;Annual leave;Company pension;Work from home",No,Collaborate with MLengineersto develop ML pipelines and ensure the quality and reliability of our ML solutions.;Experience with price/discount optimization.,5
Lead AI Solutions Engineer,https://uk.indeed.com/viewjob?jk=fcc56c26a4297869,V7,Hybrid work in London,"£120,000 - £150,000 a year;Full-time",No,"V7 Go is the flagship document processing and workflow automation platform featuring specializedAIagents for finance, insurance, legal, and real estate.",5
Machine Learning Engineer – AI Team (Global Digital),https://uk.indeed.com/viewjob?jk=64c14169061eaf11,Populous,Hybrid work in London SW15 2NU,,No,"We’re seeking an applied machine learningengineerwho loves solving real-world problems with data and AI.;You’ll work across the full ML lifecycle, from data…",6
AI Product Engineer (Agents),https://uk.indeed.com/viewjob?jk=43cac2842f19c98a,V7,Hybrid work in London,"£90,000 - £150,000 a year;Full-time",No,"Natural problem-solver who can explain complexAIchallenges to anyone, fromengineersto executives.;V7 Go provides legal, finance, insurance, and accounting…",6
Lead Forward Deployed AI Engineer,https://uk.indeed.com/viewjob?jk=61087518f71cfe32,V7,Hybrid work in London,"£120,000 - £150,000 a year;Full-time",No,"V7 Go is the flagship document processing and workflow automation platform featuring specializedAIagents for finance, insurance, legal, and real estate.",6
Tech Accelerate Graduate Program - Software Engineer,https://uk.indeed.com/viewjob?jk=994ea6b8b44b10a4,RELX,London,Full-time;Employee discount;Company pension;Season ticket loan;Car scheme,No,"Implementing successful development processes, coding best practices, and code reviews under senior-levelengineers' guidance.",6
Tech Accelerate Graduate Program - Software Engineer,https://uk.indeed.com/viewjob?jk=8ede4f0ca7252d87,Risk Solutions,London,Full-time;Employee discount;Company pension;Season ticket loan;Car scheme,No,"Implementing successful development processes, coding best practices, and code reviews under senior-levelengineers' guidance.",6
Principal AI Engineer,https://uk.indeed.com/viewjob?jk=db6505400732f265,Fyxer AI,London,Full-time,No,"Working with product reliabilityengineersto improve the quality of our raw email, meeting, document and messaging data.;Interaction with human data teams.",6
Machine Learning and AI Engineer,https://uk.indeed.com/viewjob?jk=4ac00ca4f4bc75c0,NatureMetrics,Hybrid work in London,,No,"You'll play a key part in our ML andAIroadmap, directly contributing to helping organisations understand and manage their impact on nature.",6
Graduate Product Engineer,https://uk.indeed.com/viewjob?jk=8a9ec411a2bf1ba2,GetGround,Hybrid work in London,Full-time;UK visa sponsorship,No,"Building user-facing AI-native products across the full stack.;You’ll gain exposure to React/TypeScript frontend and Golang backend, usingAItools as your co-…",6
AI Platform Engineer,https://uk.indeed.com/viewjob?jk=9bbe8d7aa67bb7d6,Aries Global,London,Full-time,No,"Build the Core Platform: Develop foundational systems that support portfolio company onboarding and drive intelligent GTM agents for outbound, inbound, and…",6
Artificial Intelligence Engineer,https://uk.indeed.com/viewjob?jk=e515be40e5edd82c,A Y & J Solicitors,London WC1V 7QT,"£42,000 - £55,000 a year;Full-time",No,"We seek an Artificial IntelligenceEngineerto develop, implement, and optimiseAImodels and tools that will transform legal service delivery and client…",6
AI Infrastructure Deployment Engineer,https://uk.indeed.com/viewjob?jk=68a9c2984fcd520f,Cerco Limited,London SW1H 9HP,£300 - £500 a day;Full-time+2,No,"You will work alongside hardwareengineers, data center operations teams, and network architects to ensure fast, reliable, and secure deployments.",6
Machine Learning Engineer,https://uk.indeed.com/viewjob?jk=bd8e774b795d3cac,Speechmatics,Hybrid work in London,,No,Experimenting with distillation or quantisation to speed up our models at runtime.;Comparing compute efficiencies of architectures such as a transformer and the…,7
Lead Software Engineer – AI/ML Development and Infrastructure Engineer,https://uk.indeed.com/viewjob?jk=fb897679b8cf7927,JPMorganChase,London E14 5JP,,No,"Your proficiency in AWS and Terraform will be essential in creating secure, stable, and scalable infrastructure environments.",7
ML (Machine Learning) Engineer,https://uk.indeed.com/viewjob?jk=ab2c23a928ffbdb5,BAE Systems,Hybrid work in London,Referral programme;Private dental insurance;Company pension;Private medical insurance;Cycle to work scheme,No,"Ensuring the quality and accessibility of data used for machine learning projects is appropriate, collaborating with dataengineersas necessary.",7
Machine Learning Engineer,https://uk.indeed.com/viewjob?jk=f815af8f08b1d96d,Corsearch,Hybrid work in London EC2V 8AE,,No,"Develop and optimize machine learning models with a focus on computer vision (e.g., image recognition, object detection) and NLP (e.g., text classification,…",7
AI Engineering Lead,https://uk.indeed.com/viewjob?jk=763aac51603d0268,ClearRoute,Hybrid work in London EC1N,,No,"Collaboration: Work closely with product managers,engineers, data scientists, domain experts and stakeholders to integrateAIinto products and services.",7
Software Engineer - Technical Leadership,https://uk.indeed.com/viewjob?jk=0ee63955e92a06c6,Meta,London,,No,"Experience in mentoring/influencing seniorengineersacross organizations.;Or you may develop a deep expertise in a particular theme of external pressure,…",7
